churn,User_Id,State,Account_Length,Area_Code,Phone,Intl_Plan,VMail_Plan,VMail_Message,Day_Mins,Day_Calls,Eve_Mins,Eve_Calls,Night_Mins,Night_Calls,Intl_Mins,Intl_Calls,CustServ_Calls,__index_level_0__,event date,Agitation_Level
0,32a6218b-ad57-4f6b-b798-ae73c2e053c8,AZ,136,510,405-6641,0,0,0,92.0,117,253.6,77,214.1,90,10.3,10,1,304,2020-01-01 00:00:00,53
0,42a97cbf-394b-48f8-9b44-cb4bfac82701,MO,196,415,393-2373,0,0,0,234.0,109,249.5,114,173.1,70,9.1,5,2,305,2020-01-01 00:00:00,117
1,bb174b7f-598b-49af-862f-98ca25c4c313,VT,113,415,419-1714,0,0,0,272.1,111,268.5,118,213.8,105,8.5,10,1,306,2020-01-01 00:00:00,149
1,8f133dbf-b007-488a-8d42-efedaea31185,IN,122,408,336-3819,0,0,0,296.4,99,214.8,89,133.9,107,11.4,3,4,307,2020-01-01 00:00:00,125
0,56834b57-2635-4833-a615-5eaaf4df3485,RI,112,510,341-3464,0,0,0,194.4,101,190.3,82,183.4,107,11.4,2,0,308,2020-01-01 00:00:00,187
0,79c6db40-b260-4cc0-b098-155777bc2a81,SD,209,415,413-5310,0,0,0,227.2,128,258.4,92,183.5,74,8.9,4,3,309,2020-01-01 00:00:00,113
1,37a71bf3-28e0-48e2-bdf7-870e9d2aac57,MN,62,415,366-7912,0,0,0,248.7,109,220.0,118,265.7,78,13.2,2,1,310,2020-01-01 00:00:00,26
0,cdc04894-3ad9-4905-9924-8aaf5a23a954,TX,110,415,399-8845,0,1,38,236.3,102,195.9,112,183.5,82,9.7,6,1,311,2020-01-01 00:00:00,147
0,7d42ee9d-8663-4985-b047-29155c2d1d3e,VA,16,510,368-2583,0,0,0,205.6,69,169.5,93,220.1,64,10.9,3,0,312,2020-01-01 00:00:00,115
0,6db61f28-f230-4141-8f39-f7d990deeba2,MA,73,408,360-6309,0,0,0,94.1,136,280.3,122,205.0,77,9.8,4,0,313,2020-01-01 00:00:00,174
0,9c1f0219-e466-472f-ac49-053395352513,ID,128,408,359-5890,0,0,0,125.2,99,205.4,107,254.4,111,18.9,2,0,314,2020-01-01 00:00:00,90
0,78705ead-f9bc-4f2f-8dd7-3395e70a91e2,MA,39,408,332-2462,0,0,0,60.4,158,306.2,120,123.9,46,12.4,3,1,315,2020-01-01 00:00:00,112
0,10e3ab04-df68-4778-94a7-bd6bddb5d4ca,GA,103,415,381-9196,0,1,28,121.0,105,270.4,100,160.5,76,7.7,4,2,316,2020-01-01 00:00:00,194
0,e62a802f-5d06-4e66-a4de-973cae03674c,RI,119,415,329-3222,0,1,29,117.8,66,256.8,114,147.6,76,7.6,3,3,317,2020-01-01 00:00:00,168
0,f4597739-519c-4d87-985c-64e9540d30bd,ID,173,510,363-5819,0,1,21,232.4,96,211.9,118,273.0,102,5.0,5,3,318,2020-01-01 00:00:00,166
1,bdef01dd-7b2e-4f9a-a38c-22ae66a45416,SD,128,510,413-9269,1,1,32,223.5,81,188.8,74,154.9,101,9.4,2,2,319,2020-01-01 00:00:00,59
0,45245c90-a2ce-474d-98c3-478f845cf78e,MA,86,510,330-7483,0,0,0,176.3,79,259.2,97,287.4,78,6.2,3,0,320,2020-01-01 00:00:00,11
0,9be03700-0629-4035-91ad-dd3d18696282,WY,114,415,403-7775,0,1,32,125.2,79,177.8,105,232.4,89,12.9,3,1,321,2020-01-01 00:00:00,134
0,b7d3a91c-ed72-4966-980c-2b878655f9d9,VA,104,408,360-2479,0,0,0,138.7,107,256.9,113,234.9,74,10.0,3,0,322,2020-01-01 00:00:00,6
0,4583906c-fb69-4d03-9a97-626b78fe578c,OR,148,415,394-3791,0,0,0,86.3,134,246.6,92,251.6,91,11.3,4,1,323,2020-01-01 00:00:00,144
0,4de8b92c-2496-4b1c-aa78-cfbec12cbc4b,VA,129,408,384-2632,0,0,0,207.0,91,154.9,121,245.1,112,13.4,5,3,324,2020-01-01 00:00:00,26
0,5286d6d6-5bc1-435a-a308-c11eb1b0e75a,ME,100,510,359-8466,0,1,30,58.8,104,219.5,107,152.3,118,7.1,3,0,325,2020-01-01 00:00:00,17
0,e8e3fb03-01fe-4fdf-b4aa-6bb11f9a0e1b,AL,121,408,331-8909,0,1,35,68.7,95,209.2,69,197.4,42,11.4,4,1,326,2020-01-01 00:00:00,85
0,341575a9-6341-4b21-a264-4ba6ee8f983f,GA,143,408,359-5160,0,1,33,239.2,109,235.5,112,156.3,95,9.5,4,1,327,2020-01-01 00:00:00,145
0,8261dd70-4b46-4be1-a777-d6f96765b8df,IA,76,510,330-9833,0,0,0,198.3,130,217.1,86,188.4,96,12.5,3,0,328,2020-01-01 00:00:00,156
0,4306fc19-be2a-4ae5-a6d9-e676f2676d91,AZ,158,510,362-2314,0,0,0,205.2,97,240.6,77,79.7,108,14.4,12,0,329,2020-01-01 00:00:00,177
0,eb12a706-c0c9-45f0-9b37-749e2cbc7c9f,FL,116,510,338-8478,0,0,0,192.1,98,312.9,135,130.2,94,7.9,2,3,330,2020-01-01 00:00:00,20
1,3485fc53-5277-45dc-bd8c-f55ace1e82a4,MT,54,415,387-5453,0,0,0,272.6,83,248.7,74,197.4,111,9.5,2,1,331,2020-01-01 00:00:00,168
1,76dbec74-ff7e-46e5-b217-25e653d3ae67,AL,86,415,380-3437,0,0,0,128.3,121,197.1,93,138.4,152,12.2,5,7,332,2020-01-01 00:00:00,38
0,fdc23a71-83be-40aa-bce1-258d23bbf73d,DE,108,510,365-8779,0,0,0,169.6,99,264.1,87,206.3,78,9.3,4,0,333,2020-01-01 00:00:00,154
0,9a1da5ea-541b-4e94-a0d4-3d8a06a5da02,MT,66,510,407-2750,0,0,0,201.3,95,152.8,66,233.2,101,7.5,4,1,334,2020-01-01 00:00:00,79
0,0278bb17-8eeb-4219-b3a8-170f8b5aaf9f,KY,151,408,396-8265,0,1,17,214.7,97,138.5,90,169.1,44,8.6,4,1,335,2020-01-01 00:00:00,124
0,06549c48-f448-40c1-b61d-f8e47658c99d,SC,99,510,397-4304,0,0,0,169.2,70,271.5,77,170.2,104,10.6,2,0,336,2020-01-01 00:00:00,13
0,81fc27c9-d79d-4253-862e-77aad931527f,WA,55,415,333-2611,0,0,0,194.1,121,176.6,110,302.8,136,7.0,7,2,337,2020-01-01 00:00:00,157
0,cb125cf9-2892-4b0b-bf3f-6e5c8def45b5,OR,77,510,409-8814,0,0,0,233.8,104,266.5,94,212.7,104,7.6,3,2,338,2020-01-01 00:00:00,194
0,74596911-b0e1-4675-bedd-70fbe906b092,AK,78,408,336-5406,0,0,0,225.1,67,199.2,127,175.5,102,14.6,2,0,339,2020-01-01 00:00:00,149
1,ea82c916-6653-4cb7-a3f5-78a09d58a053,GA,89,415,343-6940,0,0,0,213.0,63,176.6,71,262.6,126,9.1,1,1,340,2020-01-01 00:00:00,50
0,3da5821b-bf9b-4da7-9f68-0f037fc54a98,MN,101,415,361-9923,0,0,0,183.9,115,255.9,101,275.0,145,10.8,11,1,341,2020-01-01 00:00:00,89
0,ed916d12-f378-4acf-8594-e40addd621fc,IL,44,415,350-6639,0,1,34,221.8,105,161.7,85,227.7,62,14.0,7,0,342,2020-01-01 00:00:00,123
0,5c5ec67f-2c15-46ea-b098-5e676001df9c,IN,98,408,376-4300,0,1,21,64.6,98,176.1,86,244.8,84,0.0,0,2,343,2020-01-01 00:00:00,142
0,940066ac-0a47-4edf-8511-11d4ceac7533,SC,64,510,349-6567,0,1,37,154.6,92,83.4,103,165.9,99,13.3,3,1,344,2020-01-01 00:00:00,118
0,bfffb116-ee13-4a64-9797-0c7469615159,VA,141,415,333-7749,0,0,0,260.2,131,179.2,120,135.0,119,7.2,8,3,345,2020-01-01 00:00:00,159
0,b4f942f3-2021-4462-b8bf-96c7197c1350,WI,81,415,408-6089,0,1,33,161.6,117,123.0,90,261.3,101,12.2,5,1,346,2020-01-01 00:00:00,110
0,4d5f3b97-1dc9-4895-b84f-55921d6b317e,VT,162,510,375-2165,0,0,0,220.6,117,155.2,121,186.7,89,10.5,11,1,347,2020-01-01 00:00:00,46
0,b1937598-1ec0-497a-99ac-1da7ba5b1010,AZ,83,415,400-6999,0,1,41,155.9,122,162.3,107,127.6,105,13.1,5,3,348,2020-01-01 00:00:00,75
1,171547b3-d769-4f85-997f-fba460fda0d5,FL,100,510,420-7823,0,0,0,107.0,63,105.7,67,243.1,74,12.8,3,4,349,2020-01-01 00:00:00,109
0,c899c513-2133-4de1-8d69-a3fe0e16690c,AK,59,510,366-5241,0,0,0,182.5,104,204.7,95,229.9,100,11.3,8,4,350,2020-01-01 00:00:00,42
0,b63119ec-7f0b-454c-80ea-daadc5dca752,AR,179,415,413-3412,1,1,38,220.1,78,234.3,71,237.3,85,10.1,4,4,351,2020-01-01 00:00:00,21
0,b3817d39-bf55-42b9-9ade-87f0e6ba0d7c,AR,79,408,406-2752,0,0,0,152.2,112,177.2,132,96.4,87,5.3,3,1,352,2020-01-01 00:00:00,70
0,67d8a9fd-4443-485e-8b5f-0dfa03e9ce57,AK,117,415,337-8078,0,0,0,181.5,95,205.1,88,204.0,82,14.7,9,2,353,2020-01-01 00:00:00,104
1,3f5a93a1-bd5a-4a08-9b18-723b5a68785b,MS,64,408,402-1942,1,0,0,236.2,77,218.6,85,194.1,97,13.2,2,2,354,2020-01-01 00:00:00,156
0,f8b3355a-fe64-4fa9-8957-55b3a0b0a950,ME,31,415,371-7917,0,0,0,166.1,105,79.3,93,213.7,98,12.7,2,1,355,2020-01-01 00:00:00,145
0,b5bcfaca-e70d-4fc4-9cda-da2aaed7face,CA,124,408,343-6374,1,0,0,244.6,89,188.8,80,206.0,114,11.3,4,1,356,2020-01-01 00:00:00,138
0,fac7b49a-25b6-487f-8b25-0692550ad641,NM,122,408,385-8730,0,1,23,134.2,85,227.3,132,122.4,96,8.5,2,2,357,2020-01-01 00:00:00,104
0,540ba72b-fce1-4f36-9dac-7467e18eb157,NE,37,408,393-7892,1,1,39,149.7,122,211.1,75,114.3,90,9.2,4,1,358,2020-01-01 00:00:00,68
0,8526d773-e16c-4baa-8e86-6aabebfb2777,SC,90,408,407-6748,0,1,29,150.1,109,264.7,103,178.4,97,5.8,4,1,359,2020-01-01 00:00:00,143
1,6aa6baac-ebb5-45e8-817f-258c9bc145e6,CO,159,408,341-4463,1,0,0,257.1,53,312.2,127,183.0,82,8.8,6,1,360,2020-01-01 00:00:00,171
0,8f49995e-e06f-4612-8e71-25f002489e94,DE,148,415,351-2587,0,0,0,124.4,83,179.7,81,253.0,99,11.3,6,0,361,2020-01-01 00:00:00,17
0,aaf9a15f-6f1c-4308-b075-4a8afade8a08,OH,39,415,421-9752,0,1,36,141.7,121,232.3,113,222.1,131,12.0,5,1,362,2020-01-01 00:00:00,199
0,8a237089-1780-4931-9057-01a567670841,MS,77,408,356-4001,0,0,0,230.0,87,103.2,138,309.6,136,11.3,3,2,363,2020-01-01 00:00:00,77
0,bfa7185a-5152-4597-a305-17f503044edf,OK,194,408,328-9869,0,0,0,162.3,88,213.7,118,192.1,81,10.9,2,0,364,2020-01-01 00:00:00,71
1,768a49a5-a4c2-4430-a985-e0b9a8951dc2,CO,154,415,343-5709,0,0,0,350.8,75,216.5,94,253.9,100,10.1,9,1,365,2020-01-01 00:00:00,160
0,e328e2e4-6bcf-4ea3-95a9-12c9ffe3913e,NC,112,415,334-1872,0,0,0,193.3,96,264.1,123,128.6,115,9.1,3,4,366,2020-01-01 00:00:00,181
0,82997bc7-6b1f-41ee-94ed-a8952d2fc7e1,MD,45,415,350-1040,0,0,0,78.2,127,253.4,108,255.0,100,18.0,3,1,367,2020-01-01 00:00:00,77
0,fdbd9fba-e082-4f95-822a-571af819722c,KS,132,415,369-3214,0,0,0,83.4,110,232.2,137,146.7,114,7.6,5,1,368,2020-01-01 00:00:00,96
0,b9e8b3e6-25eb-4b17-9549-8f6bbd197f1b,MA,128,415,385-6778,0,0,0,195.6,99,267.8,120,164.9,76,16.0,2,0,369,2020-01-01 00:00:00,187
0,8d6bbc3e-ebc8-4eb9-9a39-214f57e0174d,NC,135,415,383-7689,0,0,0,201.8,81,225.0,114,204.4,82,10.3,6,1,370,2020-01-01 00:00:00,132
0,5ff87e5e-874f-4be5-919a-a39c0c60ac40,NM,56,408,385-5722,0,0,0,197.0,110,222.8,102,225.3,91,10.6,6,2,371,2020-01-01 00:00:00,64
1,072b6746-ef3c-46d7-9c8b-6c6118f25707,CA,151,415,357-1909,1,0,0,218.0,57,114.4,88,269.2,95,12.4,1,0,372,2020-01-01 00:00:00,51
0,90d856ff-d20a-46e6-ac85-110846f3796a,NY,32,415,364-3567,0,0,0,164.8,98,229.9,96,167.3,108,14.8,2,2,373,2020-01-01 00:00:00,61
0,3f088a61-5e01-41e5-a020-4f48600af9ac,AZ,90,415,422-4241,0,0,0,179.2,77,210.7,99,276.9,58,9.2,6,2,374,2020-01-01 00:00:00,135
0,5470ee2b-c4a1-447e-925d-a47d45e83542,SD,87,415,370-2957,0,1,21,214.0,113,180.0,114,134.5,82,10.6,5,0,375,2020-01-01 00:00:00,41
0,25950d71-0412-4fd1-a297-f60ace9dc37c,DC,138,415,329-6562,0,0,0,170.5,87,118.2,116,187.9,111,11.2,7,2,376,2020-01-01 00:00:00,1
0,d374dd50-cd01-4af1-b77e-b6acdf60d050,ND,79,408,363-3515,0,0,0,205.7,123,214.5,108,226.1,106,6.7,18,1,377,2020-01-01 00:00:00,12
1,599ee42f-f71d-4437-a7cf-d5ad32995777,MO,95,415,374-7787,1,0,0,165.5,84,286.2,112,198.9,89,11.5,2,1,378,2020-01-01 00:00:00,71
0,309d509a-c6cd-42d4-920f-6c761fd06b56,KS,127,415,345-2931,0,0,0,221.0,100,160.7,113,233.1,96,6.8,4,2,379,2020-01-01 00:00:00,125
0,2fe1038b-12e4-441b-a38f-2fef8a5f2a45,SD,137,510,373-5732,0,0,0,242.1,118,191.0,93,218.6,50,14.7,2,3,380,2020-01-01 00:00:00,181
0,70b2aeba-8ddf-4f65-aa18-9e161083a5c2,OK,97,415,348-7437,0,0,0,151.6,107,155.4,96,240.0,112,14.7,4,1,381,2020-01-01 00:00:00,96
0,9626c662-f661-4b8d-95e0-1b3e46bf4329,OR,149,415,332-9460,1,0,0,176.2,87,145.0,81,249.5,92,5.7,4,0,382,2020-01-01 00:00:00,29
0,ddcbc719-85e0-443e-b2f5-4d53cbf148b8,IN,117,415,355-6531,1,1,22,196.0,82,322.7,82,225.6,120,3.7,5,1,383,2020-01-01 00:00:00,142
0,3178bc5b-82c0-4354-a96b-741891607d30,OH,84,408,336-9390,0,0,0,159.5,125,247.1,90,187.9,82,7.2,4,2,384,2020-01-01 00:00:00,191
0,4364ee48-816a-446c-809e-6815b47fbbf0,KS,137,415,346-8581,0,0,0,230.2,113,220.4,79,204.7,111,10.7,7,4,385,2020-01-01 00:00:00,90
0,26d1fe22-cf4c-446c-ad17-2882f7dbff32,CT,99,415,363-8824,0,0,0,146.7,64,274.0,99,321.3,98,8.9,1,3,386,2020-01-01 00:00:00,59
0,f1d902df-992f-4d13-a65a-54d327c14fda,NH,54,510,353-3351,0,0,0,210.5,102,204.5,83,127.8,53,8.5,5,1,387,2020-01-01 00:00:00,79
0,965555f8-c06f-4b54-a63c-329556d6ba8a,WI,85,415,360-4320,0,0,0,102.0,95,270.2,139,148.2,105,10.7,3,1,388,2020-01-01 00:00:00,123
0,ba8030ff-71f9-4783-a8b3-fceaed150807,MS,150,510,417-6252,0,0,0,126.0,99,238.5,73,285.1,100,10.2,6,3,389,2020-01-01 00:00:00,57
0,3aafa54b-4358-4051-acab-f5e6a2835fa7,WV,43,415,393-4949,0,0,0,168.4,125,243.8,89,214.7,102,11.1,2,1,390,2020-01-01 00:00:00,141
0,3bbfa613-9f28-4214-8309-5e3c97325598,MA,35,415,401-3156,0,0,0,105.6,129,258.2,129,213.1,77,8.7,3,0,391,2020-01-01 00:00:00,132
0,5ef64536-62cb-4f95-a719-89dbff6f482a,MD,98,415,338-6283,0,0,0,206.5,92,176.2,152,232.8,115,12.4,5,5,392,2020-01-01 00:00:00,176
0,90d76bb3-f2a1-425f-8ae3-409193a36658,PA,112,510,352-9017,0,0,0,217.1,76,205.2,100,185.7,91,9.4,3,2,393,2020-01-01 00:00:00,85
1,f74c14bf-430f-4b2d-9e6e-d8468df56de8,WI,16,510,405-5305,0,0,0,229.6,78,205.7,108,166.2,91,10.8,2,0,394,2020-01-01 00:00:00,65
0,0f220e9c-b551-4f15-8d1c-741bc585f407,TN,98,415,376-9249,0,1,22,278.3,89,93.4,143,107.6,42,9.7,5,0,395,2020-01-01 00:00:00,86
0,b7997674-c354-4c10-bb6b-68c09ecc5b48,TX,84,408,339-7139,0,0,0,138.6,102,199.0,93,204.1,137,7.8,4,0,396,2020-01-01 00:00:00,186
1,ef25dcff-83ba-4236-955c-82008583cd1a,OR,94,415,328-6011,0,0,0,234.4,103,279.3,109,234.2,121,2.0,2,1,397,2020-01-01 00:00:00,140
0,5d43b309-efc9-4819-a55a-043cef3bd9ea,IL,84,510,378-1303,0,0,0,181.5,129,130.7,112,186.5,118,8.5,4,1,398,2020-01-01 00:00:00,65
1,0bc06f7f-214d-4c41-a14f-cd3f50911162,DC,66,415,402-5155,0,0,0,167.3,91,230.0,68,191.7,118,10.6,5,1,399,2020-01-01 00:00:00,86
0,77adbff0-3280-4606-8a3f-9f4aa354f6ba,GA,98,415,333-5430,0,1,31,121.0,105,218.9,98,226.7,110,12.0,1,1,400,2020-01-01 00:00:00,90
0,71416c78-e73a-4177-9fd4-bc073e0efea9,ID,74,415,365-9696,0,0,0,221.1,124,110.8,94,240.1,112,10.6,3,0,401,2020-01-01 00:00:00,16
0,05297dc7-8678-47f3-9165-345b8ade513f,UT,96,408,410-4023,0,1,26,145.8,108,192.2,89,165.1,96,9.9,2,1,402,2020-01-01 00:00:00,153
0,a576bd8a-abb4-4c40-9dba-bbafb7a2ffc9,KY,119,510,411-7649,0,0,0,222.8,122,163.2,107,160.6,112,11.2,6,1,403,2020-01-01 00:00:00,130
0,a10c4531-e989-4d9e-bceb-6b147d9cf125,OH,73,415,338-4065,0,0,0,183.4,80,242.0,115,201.4,100,7.5,3,4,404,2020-01-01 00:00:00,52
0,c5621a54-d955-45c4-bc42-62912eb34517,WI,92,415,421-9401,1,0,0,264.3,91,160.9,115,198.6,73,9.3,5,0,405,2020-01-01 00:00:00,129
0,ee194812-7b05-4d6d-9004-9be40c1e108f,IL,21,415,343-9658,0,0,0,146.0,78,109.7,79,247.4,108,6.8,7,0,406,2020-01-01 00:00:00,182
1,36add32f-ec94-4613-b44e-7fea256ef3bd,DE,122,510,332-5521,0,0,0,157.1,134,184.9,122,197.2,59,8.5,5,4,407,2020-01-01 00:00:00,5
0,a8e81bca-962b-4d56-9bea-36a1ecfe5090,RI,133,510,349-4369,1,0,0,127.3,108,251.3,81,135.0,88,10.3,3,1,408,2020-01-01 00:00:00,113
0,92e966e4-eb5c-44c9-b8c6-cb14d0dd4843,TX,145,415,351-4288,0,0,0,187.9,110,197.0,117,167.0,108,4.8,4,2,409,2020-01-01 00:00:00,170
0,d6b8da02-fd8a-4fc8-820e-5683743f1a27,OR,25,408,422-5874,0,0,0,178.8,90,141.2,72,203.0,99,8.4,5,2,410,2020-01-01 00:00:00,171
0,5ace3383-fd48-4e6a-87f0-a126a2731266,NV,64,415,396-2324,0,0,0,97.2,80,186.2,90,189.0,92,10.4,6,2,411,2020-01-01 00:00:00,146
0,2ba75943-f2e9-4eda-9bdf-d7e32fd872ec,NE,85,415,416-5662,0,0,0,259.8,85,242.3,117,168.8,72,5.4,1,0,412,2020-01-01 00:00:00,128
0,066469be-8b27-4d15-b88e-c602db625136,MS,126,415,363-9663,0,0,0,256.5,112,199.5,90,188.3,122,7.0,5,3,413,2020-01-01 00:00:00,142
0,1348b3cf-2dea-4304-ae94-deef50895880,OR,76,415,410-9477,0,0,0,169.5,77,124.0,87,219.4,92,10.0,3,0,414,2020-01-01 00:00:00,197
1,026d5945-d6cf-4720-9760-37949e365efd,DE,113,415,352-4418,0,0,0,239.7,47,282.9,110,238.4,88,8.7,3,2,415,2020-01-01 00:00:00,177
1,40768ca5-e743-4d96-b7ba-f82d05338f51,DE,224,510,361-6563,1,0,0,171.5,99,160.0,103,212.4,102,5.0,2,1,416,2020-01-01 00:00:00,189
0,cce99ff5-a71d-4398-a8b6-100ef837b18d,AZ,117,408,417-4404,0,0,0,239.9,84,174.8,106,209.5,93,9.8,2,0,417,2020-01-01 00:00:00,33
0,4946a04d-0509-4c4b-80a6-30fa0750f6bf,SD,128,408,372-8048,0,1,34,142.3,73,194.8,79,239.3,81,16.0,6,1,418,2020-01-01 00:00:00,173
0,aaf0263d-56e8-421d-96a8-af2af1025dce,NV,115,415,356-3646,0,0,0,184.1,98,327.0,73,212.5,106,7.5,6,2,419,2020-01-01 00:00:00,153
0,e7a71560-e6d2-4c4f-bc7f-c5704921259c,NM,141,415,351-9604,0,1,28,206.9,126,264.4,126,171.8,124,9.3,11,2,420,2020-01-01 00:00:00,4
0,1c3c8adb-4dba-4f15-a7ea-7bec6ed5a806,MN,51,510,355-9581,0,0,0,259.9,114,176.2,94,77.2,112,15.3,1,1,421,2020-01-01 00:00:00,81
0,fb0b71a7-97e0-44c6-89fb-14927d51c1d7,NJ,100,415,396-5189,0,0,0,203.8,122,283.1,76,197.3,83,12.5,3,0,422,2020-01-01 00:00:00,122
0,58989675-4984-48f9-a0f3-cbabd1079a7c,IN,96,415,356-9187,0,1,45,248.8,124,140.3,77,263.6,102,10.3,2,3,423,2020-01-01 00:00:00,120
0,6a3de4ae-e9de-4570-96ed-240669e10b95,DC,112,415,394-5537,0,1,16,221.6,110,130.2,123,200.0,108,11.3,3,1,424,2020-01-01 00:00:00,102
0,8347e69c-d57b-45a4-90ef-f33d3c749ec4,MA,129,510,408-2712,1,0,0,192.9,131,185.5,101,205.2,130,10.9,4,1,425,2020-01-01 00:00:00,21
0,38450f79-6186-4cc3-ba20-a858e3033e17,ME,163,415,404-4486,0,0,0,122.4,129,113.4,108,180.2,97,12.5,7,1,426,2020-01-01 00:00:00,48
0,b0681b81-28fc-4706-a706-a2fd3efbadc6,NH,67,415,355-1113,0,1,40,104.9,65,216.3,93,217.4,128,9.6,9,1,427,2020-01-01 00:00:00,156
0,c34aff77-0367-425f-be53-6e253bbe1f5a,AZ,140,408,411-4674,0,0,0,173.2,91,196.8,106,209.3,128,11.2,5,3,428,2020-01-01 00:00:00,166
0,595e5c89-3f99-4cb7-90c0-8fd35a902833,OR,49,510,376-4519,0,0,0,119.4,69,273.3,92,214.4,153,12.4,7,2,429,2020-01-01 00:00:00,196
1,6f167f2f-2acb-49e7-bd4b-a814f5218847,KS,46,510,365-5979,0,0,0,250.3,100,260.6,90,195.0,104,13.3,2,2,430,2020-01-01 00:00:00,186
0,52fb46f4-416f-4e93-940b-88a72cd0144d,NE,148,415,382-2879,0,0,0,178.3,98,282.6,110,181.0,98,11.4,4,1,431,2020-01-01 00:00:00,108
0,00d0013c-9ffa-47c5-8335-06b56603d243,MI,112,510,420-1383,0,0,0,243.4,77,182.1,97,259.2,94,12.8,2,1,432,2020-01-01 00:00:00,194
0,981e0aa8-8b0c-4cf4-bf4d-53f61c1d218f,SC,78,415,411-7390,0,0,0,155.0,106,175.3,101,155.6,125,11.8,5,2,433,2020-01-01 00:00:00,122
0,4a56a36f-f0f2-4a74-80f7-941c3caf1433,PA,61,408,383-8848,0,1,31,288.7,101,203.8,102,203.2,49,8.6,3,0,434,2020-01-01 00:00:00,115
0,aa414090-924d-4245-a945-2e0e5b1ab847,MT,58,510,387-9301,0,1,29,240.4,80,118.9,91,164.2,108,11.2,3,1,435,2020-01-01 00:00:00,74
0,b1a1bacc-a302-4d7f-adc6-87006d05a3cb,NM,155,415,399-3164,0,0,0,190.3,123,301.3,96,214.6,134,8.0,3,1,436,2020-01-01 00:00:00,63
1,51239211-0394-4838-99b6-adfc590c90fb,OH,100,510,385-8997,0,0,0,278.0,76,176.7,74,219.5,126,8.3,4,0,437,2020-01-01 00:00:00,138
0,bb6f7869-7a15-48b1-8383-1d6df8bf4850,WY,113,510,352-6573,0,0,0,155.0,93,330.6,106,189.4,123,13.5,3,1,438,2020-01-01 00:00:00,90
0,cfd411ee-f762-4f52-8487-eddedb0d8c38,MI,81,415,408-3384,0,0,0,153.5,99,197.6,102,198.5,86,6.3,2,2,439,2020-01-01 00:00:00,187
0,cb302b4f-f1a1-4785-81b8-cb1e14107525,AR,135,510,419-6033,0,1,27,273.4,141,154.0,99,245.8,112,12.3,6,1,440,2020-01-01 00:00:00,94
0,9bc25a13-4ca0-4ffe-8c7f-32802865ea38,FL,99,408,336-2090,0,0,0,155.3,93,265.7,95,145.7,67,12.4,4,0,441,2020-01-01 00:00:00,74
0,c762e026-308c-4326-a69e-c096be499d32,AR,59,510,343-7242,0,1,29,133.1,114,221.2,82,131.6,103,6.8,3,1,442,2020-01-01 00:00:00,5
0,c6d9287b-1882-4c54-aba2-23262d372a01,MO,135,510,376-1713,0,0,0,246.8,129,187.8,121,154.5,109,12.6,5,1,443,2020-01-01 00:00:00,17
0,cb27e5eb-7553-4bc0-8594-4e5b9d3c1933,WI,85,408,381-5878,1,0,0,165.4,107,196.0,126,349.2,110,9.6,7,2,444,2020-01-01 00:00:00,9
0,b3d174c9-cab0-4286-ba47-3619279afa4b,TX,70,510,390-5470,0,0,0,59.5,103,257.2,106,208.3,86,11.1,6,0,445,2020-01-01 00:00:00,50
0,d03d06ad-749b-48e6-9404-d33b02fe54c1,TX,88,510,414-4803,0,0,0,138.3,116,236.0,138,179.1,110,9.6,4,3,446,2020-01-01 00:00:00,160
0,9c0ebfb6-4c9c-41da-9aa9-5a7daa054744,NM,55,510,382-5478,0,0,0,286.7,100,134.4,121,192.9,122,6.9,5,2,447,2020-01-01 00:00:00,158
0,9d05c469-f50d-4310-ae85-2ef8d9d60fcb,GA,75,415,333-7637,0,0,0,117.3,114,201.1,61,107.9,82,12.2,3,1,448,2020-01-01 00:00:00,29
0,203c85fa-1a9c-45a3-bb98-1a6e02c2e9be,ID,79,510,341-1647,0,1,21,264.3,79,202.8,118,173.4,92,6.3,3,4,449,2020-01-01 00:00:00,153
0,48ee28b0-2f49-4ae1-996f-22a92172db78,AL,85,408,411-4232,0,0,0,127.9,107,271.2,124,202.2,76,12.5,5,0,450,2020-01-01 00:00:00,9
0,fd1b2eb8-a9c2-4a8e-932e-d835cb1da339,KS,86,408,339-2616,0,1,23,225.5,107,246.3,105,245.7,81,9.8,2,0,451,2020-01-01 00:00:00,15
0,4ca79af7-7f3f-4855-8bb3-e83a8f51e14c,SD,91,510,327-3850,0,0,0,149.0,115,245.3,105,260.0,94,8.3,3,0,452,2020-01-01 00:00:00,30
0,af34e4e5-db43-401a-b649-a37fef756e65,LA,149,415,328-7209,0,1,20,198.9,77,274.0,88,190.7,76,14.3,9,1,453,2020-01-01 00:00:00,83
1,712a1a07-fd63-4942-bd10-49a835834b65,OH,97,408,405-6189,0,0,0,256.4,125,273.9,100,222.7,101,11.1,1,1,454,2020-01-01 00:00:00,25
1,e67f5375-5c16-4cc2-95bf-4ef6ddf8812f,MA,88,415,418-6737,0,0,0,264.8,124,245.4,112,160.5,115,14.8,2,1,455,2020-01-01 00:00:00,174
0,15b26479-7def-4e67-bd01-861946d280c4,AZ,60,415,366-2212,0,0,0,98.2,88,180.5,69,223.6,69,9.3,2,2,456,2020-01-01 00:00:00,41
0,b12ab274-23ee-4350-b16b-c03d43f8a72d,KY,54,408,356-1420,0,0,0,159.8,99,264.0,64,115.7,70,9.7,7,2,457,2020-01-01 00:00:00,73
